"id","pobre"
"2a7ddc2779480d7f19834953",0.11390504700418
"a0c2e751e582fd49d564f308",0.513697006619112
"57273d19e8464a5ff66a582b",0.00091544798769444
"418d052ff7878940ab938601",0.157344307076943
"212a37fc17016a3c78f76852",4.41740336798065e-05
"7b0b8c4814944383d6c8cef1",2.10896309314587e-05
"5e02916a18573d43c00da7c7",0.448223665640065
"927ccc0298577d7009ef94ea",0.116625061132845
"428494ae91e022e32c269115",0.655643723475634
"04fa7ce13bbccb6caab02df6",0.320528391957023
"5e68f7f98336d27342f13b90",0.350151008871481
"7ac94229c8432f1fdf43012c",0.139499514091995
"b8f0e2a9866ee8bcf1164a79",0.00377501367165182
"5b020a2cc6b9080ac1c6d10b",0.743863598298379
"3ea2ac2cf5c8a92b0b915331",0.832346383381149
"2760c3070efab05dcdbe9914",0.022
"6b9c806975b31e19139083c0",0.00354141093754447
"25bf005d169cc3cf0f246f9c",0.0128940730086949
"13f9eaa5b15a5155fa987e97",0.0699167431527052
"f53407b74d13315629bb6ad5",0.00979050789225882
"78890577ce971df864113f35",0.0304847234435294
"803a210a08f482ba5963565f",0.120873750637125
"63e557070ebb13323a38b0c1",0.280199695210896
"feb3f32a42bf83769157861a",0.130831264277932
"a8a5b0dcdabec7d61989d1b3",0.35125
"7c16ed721899d8a2b3bcc2cb",0.0258356518897994
"27f5e6bec3c4eb9f457f5178",0.00169352744815519
"048fb82681895ec768492f27",0.198363449368995
"2c6bcece354b34a20cc3f06f",8.29360953830331e-05
"b96cbb86b943964b00c61a19",0.186999515379753
"17264a9a5ceb0b7f0f395142",0.00129721514827898
"956e0852201b220b8319fcb2",0.396829607367964
"2030996e539107595e674c5e",0.00242498238058328
"1ac50b3cba34482ba00bba0b",0.284368485952621
"f1d763ecc3f1776f129d4beb",0.141431746231391
"d277eccc3e85af0cf465e7c4",0.76723843092719
"f2932b886ea5d3c1535d2f8b",0.0368253537751733
"add9d6ee5eb5f4b448662e54",0.0730939163289725
"c677f8bab4ab081eda363899",0.0296743975614206
"9e935133c7bf4ff8e17ad98f",0.0776447375564314
"dc9a87e50512c269f4f9e94e",0.000195907381206323
"dc2dead6f0be86c18b1fb04a",0.266555555555556
"b35dce27e2705a96b7ef9cad",0.996532592885515
"5cf3a321f6b525b4ff0cea79",0.995828941778344
"19194feecdcd7c0465965d0d",0.842466558235215
"1a83e213d66aff333968e62f",0.000480139034371576
"39e50eaa8c1d7c789c4febca",0.110407701917596
"f2f13e92fe9a375c224e3f32",0.446995731131613
"e0222bd2a41b08cf133ab6c4",0.182503308643205
"f365483f2a6b0e847d9ee785",0.221795302732951
"a4c7a175e47427e1e698672b",0.036415210789877
"41c121f4e9bd1572bc1b6ae1",0.729080067266857
"b3ece5a2daf89f68e37adbb2",0.83417729645053
"b5803a166bb48019c0c04e06",0.692900416499046
"bb540f58410baab7c5c67b6a",0.099508591672709
"93a32956b1ef8f8d3e1b67bb",0.694942202298481
"9f6c364896005cc3c0467553",0.106231350742076
"75d8ad102e46d4ea8b907232",0.687965027135461
"932a9976d6e38a0a4e35dafb",0.00158544451491981
"c9d4fb7ca9775d4eebfc1a3a",0.0262894229400774
"376d660726cda45e25ee53fe",0.0580067053273115
"e57f23821bddb7ff8becf026",0.0713815779445762
"6ae5636fb56295e23dc8c404",0.0597089474161341
"54b00eb095e1eb3adcb709f5",0.00671541871522449
"afa2337ffdb22d3d174fbd04",0.253032675382405
"d1820c2d559278a4c70a516c",0.103060731319555
"978e94ad5d35e83517ae6726",0.0374285714285714
"0ae802ffab2e44930d0fa742",0.0462832175051284
"155891f45d6f07b638c860cb",0.650163957693545
"8c20e6eb04a1cb1ebf22059c",0.444432131883233
"d42c9bff120bcd2686a8dda4",0.96587615735709
"b53fea949c29164c044e1722",0.000120322364510628
"f0cfdbe3186d348477b2796e",0.48741998528224
"e85d1fe79d59e64de05b1614",0.0273908702408702
"c2aab7c74acc9e48ad03d328",0.022259501327311
"ea94a70a5a84e67a5f852ee4",0.0579464247849648
"3bf3862eb081e49d33f731ee",0.490610701155947
"ed540c9da5a50b9ae53f4cef",0.000397948633162859
"5226c45d14119629217501c2",0.257188943902982
"d8024835b6eceb4593a96ed9",0.29433902252337
"8deeeea2f723529a62dc83f2",0.366078652345777
"7a90e9cf2ac6145d3df6e153",0.0430325207907971
"9213285533d262f2026564b2",0.00314360188279192
"f608a0f6617aa51264d0e1a3",0.000358299022987961
"c8d93c26c8639cbba2db777a",7.10557442272637e-05
"619048102600ad6b41f23c65",0.000440013603627708
"a4e6fefc2cd64e75250cb2ee",0.0712023822858344
"e483363b63a49c2f34caf44b",0.00240166626800893
"9667b529a84144b66fee6037",0.147968962743117
"5b85e3d9744b452697f015f9",0.0220676718587717
"4c87546cf4a640e13826e666",0.0845759481712315
"24060826faae407476cbac32",0.328307415470625
"a8a5a71b2661dbb49f7a786e",0.206773846059497
"ced78f6a0fbc77a225598386",0.368081481481481
"3f11b131b1e53c1bf5264211",0.448718313038965
"808352615ce76d83eafc3572",0.947335391458109
"efb55760e7f71d4a618b8c86",0.128133505242745
"704f8eab151d12c6450f2e7c",0.0659974096099295
"e1a84ddd0ab9bc7722668b5e",0.0946666666666667
"68d19c5bac46b9a62adad0ea",0.00329420354883834
"c26a96cbe831ebb23efeed88",0.11333295711613
"b6a01a8114abe6d1ea00afe2",0.280722101142469
"f276252c687ce53827c7274a",0.00160345074124806
"210b1addfee2523d0867461c",0.781187496538075
"63b7a550603e91e80ce60bb6",0.0464555251830529
"bde134af469a7b1baad2aa18",0.00722222222222222
"7b7f787c899a6ca0446ae020",0.0890768717262076
"36d96e52c4371e85b9689df6",0.056780753616066
"cbd24faf10c3b68deccfac9a",0.981893648455925
"2c8285efa059920c7d533527",0.317783800186741
"cbc420b6ec4291cf22cc0dcc",0.133093481968118
"cf605a6afd53621e67b1bef4",0.00894079501210055
"330a5abe9a7cf3081afb0c95",0.24555172916184
"f94d831103d213e40033b891",0.00523022903965179
"12eb744b50ae6d0338798b09",0.000690531135228027
"5664bf1ca51eec7d6c37977c",0.318997138051485
